Date,5115_Qm,5115_Qs,5105_Qm,5105_Qs,5094_Qm,5094_Qs,5765_Qm,5765_Qs,5092_Qm,5092_Qs,5135_Qm,5135_Qs,5132_Qm,5132_Qs,5151_Qm,5151_Qs,5085_Qm,5085_Qs,5122_Qm,5122_Qs,5171_Qm,5171_Qs,5736_Qm,5736_Qs,5211_Qm,5211_Qs,5208_Qm,5208_Qs,5239_Qm,5239_Qs,5238_Qm,5238_Qs
20100130,495.300,135.047,18.300,12.918,15.900,4.851,4.270,2.396,5.070,1.336,3.050,1.559,3.050,1.336,1.400,1.245,3.090,.243,1.300,.359,.450,.237,.600,.342,1.090,1.604,.310,.271,.480,.831,.360,.318
20100131,491.400,134.827,17.600,12.871,15.800,4.834,4.190,2.394,5.010,1.336,3.040,1.560,3.030,1.336,1.380,1.243,3.020,.243,1.250,.359,.440,.237,.600,.343,1.160,1.608,.300,.271,.460,.832,.370,.318
20100201,491.400,134.611,17.700,12.825,15.700,4.818,4.180,2.392,4.960,1.336,3.050,1.560,2.980,1.336,1.380,1.241,2.950,.243,1.260,.359,.430,.237,.590,.344,1.120,1.611,.290,.272,.420,.834,.350,.319
20100202,491.400,134.397,17.700,12.781,15.600,4.802,4.160,2.391,4.900,1.335,3.060,1.560,2.920,1.336,1.370,1.238,2.890,.243,1.260,.359,.430,.238,.580,.346,1.080,1.614,.300,.272,.370,.836,.340,.320
20100203,491.400,134.187,17.800,12.737,15.600,4.786,4.150,2.389,4.850,1.335,3.070,1.560,2.870,1.336,1.370,1.237,2.820,.243,1.270,.359,.420,.238,.570,.347,1.030,1.618,.310,.272,.370,.837,.320,.320
20100204,487.500,133.980,17.800,12.695,15.500,4.771,4.130,2.387,4.800,1.335,3.080,1.560,2.820,1.336,1.360,1.235,2.760,.243,1.270,.359,.420,.238,.560,.348,.990,1.621,.320,.272,.360,.839,.300,.321
20100205,487.500,133.775,17.900,12.654,15.400,4.757,4.120,2.386,4.740,1.335,3.090,1.560,2.760,1.336,1.360,1.233,2.690,.243,1.280,.359,.410,.238,.550,.349,.950,1.624,.330,.272,.360,.840,.290,.321
20100206,487.500,133.574,18.000,12.615,15.400,4.742,4.110,2.384,4.690,1.335,3.100,1.560,2.710,1.336,1.350,1.231,2.620,.243,1.280,.359,.400,.239,.540,.350,.910,1.627,.350,.272,.350,.841,.270,.322
20100207,487.500,133.376,18.000,12.576,15.300,4.729,4.090,2.383,4.630,1.335,3.110,1.560,2.650,1.336,1.350,1.229,2.560,.243,1.290,.359,.400,.239,.530,.351,.860,1.630,.360,.272,.350,.843,.250,.322
20100208,483.600,133.180,18.100,12.538,15.300,4.715,4.080,2.382,4.580,1.335,3.110,1.560,2.600,1.336,1.340,1.228,2.490,.243,1.300,.359,.390,.239,.530,.352,.820,1.633,.370,.272,.340,.844,.230,.323
20100209,483.600,132.988,18.100,12.502,15.300,4.702,4.060,2.381,4.520,1.335,3.120,1.560,2.600,1.336,1.340,1.226,2.420,.243,1.300,.359,.390,.239,.520,.353,.780,1.636,.380,.272,.340,.845,.220,.323
20100210,483.600,132.798,18.200,12.466,15.300,4.690,4.050,2.380,4.470,1.335,3.130,1.560,2.610,1.336,1.330,1.225,2.360,.243,1.310,.359,.380,.239,.510,.354,.760,1.638,.390,.272,.330,.846,.200,.323
20100211,479.700,132.611,17.900,12.432,15.200,4.678,4.040,2.378,4.410,1.335,3.140,1.560,2.610,1.336,1.330,1.224,2.290,.243,1.310,.359,.380,.240,.500,.355,.740,1.641,.400,.272,.330,.847,.200,.324
20100212,479.700,132.427,17.700,12.398,15.200,4.666,4.020,2.377,4.360,1.335,3.150,1.560,2.620,1.336,1.320,1.222,2.230,.243,1.320,.359,.370,.240,.490,.356,.730,1.644,.400,.272,.320,.848,.190,.324
20100213,475.800,132.245,17.400,12.366,15.200,4.655,4.010,2.377,4.430,1.335,3.160,1.560,2.620,1.336,1.320,1.221,2.160,.243,1.320,.359,.370,.240,.480,.357,.710,1.647,.390,.272,.320,.850,.190,.325
20100214,475.800,132.067,17.200,12.334,15.200,4.643,3.990,2.376,4.490,1.335,3.170,1.560,2.620,1.336,1.310,1.220,2.220,.243,1.330,.359,.360,.240,.470,.358,.690,1.649,.390,.272,.310,.851,.180,.325
20100215,475.800,131.891,16.900,12.303,15.200,4.633,3.980,2.375,4.560,1.335,3.180,1.560,2.630,1.336,1.300,1.219,2.290,.243,1.360,.359,.360,.240,.460,.359,.670,1.652,.380,.272,.310,.852,.180,.325
20100216,475.800,131.717,16.600,12.273,15.200,4.622,3.940,2.374,4.620,1.335,3.230,1.560,2.630,1.336,1.290,1.217,2.350,.243,1.390,.359,.360,.241,.450,.360,.650,1.654,.380,.272,.300,.853,.180,.326
20100217,475.800,131.547,16.400,12.244,15.200,4.612,3.900,2.373,4.690,1.335,3.300,1.560,2.640,1.336,1.280,1.216,2.420,.243,1.420,.359,.350,.241,.440,.360,.630,1.656,.370,.272,.300,.853,.170,.326
20100218,475.800,131.378,16.100,12.216,15.100,4.602,3.860,2.373,4.760,1.335,3.360,1.561,2.640,1.336,1.280,1.215,2.480,.243,1.460,.359,.350,.241,.440,.361,.620,1.659,.370,.272,.290,.854,.170,.326
20100219,475.800,131.213,15.900,12.188,15.100,4.593,3.830,2.372,4.820,1.335,3.410,1.561,2.640,1.336,1.270,1.214,2.550,.243,1.490,.359,.340,.241,.430,.362,.600,1.661,.360,.272,.290,.855,.160,.327
20100220,475.800,131.050,15.600,12.161,15.100,4.583,3.790,2.371,4.890,1.335,3.470,1.561,2.640,1.336,1.260,1.213,2.610,.243,1.520,.359,.340,.241,.420,.363,.580,1.663,.360,.272,.280,.856,.160,.327
20100221,475.800,130.889,15.300,12.135,15.100,4.574,3.750,2.371,4.950,1.335,3.530,1.561,2.650,1.336,1.250,1.213,2.680,.243,1.550,.359,.340,.241,.410,.364,.590,1.666,.350,.272,.280,.857,.160,.327
20100222,475.800,130.731,15.100,12.110,14.800,4.565,3.710,2.370,5.020,1.335,3.590,1.561,2.650,1.336,1.240,1.212,2.740,.243,1.580,.359,.340,.241,.410,.365,.590,1.668,.350,.272,.280,.858,.150,.328
20100223,472.000,130.575,14.800,12.085,14.600,4.557,3.670,2.370,5.030,1.335,3.650,1.561,2.650,1.336,1.230,1.211,2.810,.243,1.610,.359,.340,.241,.400,.365,.600,1.670,.340,.272,.270,.858,.150,.328
20100224,472.000,130.422,14.600,12.061,14.300,4.549,3.630,2.369,5.040,1.335,3.710,1.561,2.650,1.336,1.220,1.210,2.870,.243,1.640,.359,.330,.242,.390,.366,.610,1.672,.350,.273,.270,.859,.150,.328
20100225,472.000,130.271,14.300,12.038,14.100,4.541,3.600,2.369,5.040,1.335,3.760,1.561,2.650,1.336,1.220,1.209,2.940,.243,1.680,.359,.330,.242,.380,.367,.610,1.674,.360,.273,.270,.860,.150,.328
20100226,472.000,130.122,14.000,12.015,13.800,4.533,3.560,2.369,5.050,1.335,3.820,1.561,2.660,1.336,1.210,1.209,3.000,.243,1.710,.359,.330,.242,.380,.368,.620,1.676,.370,.273,.270,.860,.150,.329
20100227,472.000,129.975,13.800,11.993,13.600,4.525,3.520,2.368,5.060,1.335,3.880,1.561,2.660,1.336,1.200,1.208,3.070,.243,1.740,.359,.330,.242,.370,.368,.620,1.678,.380,.273,.260,.861,.140,.329
20100228,472.000,129.831,13.500,11.971,13.300,4.518,3.480,2.368,5.070,1.335,3.940,1.561,2.660,1.336,1.190,1.207,3.130,.243,1.770,.359,.330,.242,.360,.369,.630,1.680,.390,.273,.260,.862,.140,.329
20100301,472.000,129.688,13.600,11.950,13.300,4.511,3.510,2.368,5.080,1.335,3.840,1.561,2.660,1.336,1.190,1.207,3.150,.243,1.720,.359,.320,.242,.370,.370,.640,1.682,.360,.273,.260,.862,.150,.329
20100302,468.100,129.548,13.700,11.930,13.200,4.504,3.530,2.367,5.080,1.335,3.740,1.561,2.670,1.336,1.180,1.206,3.180,.243,1.680,.359,.320,.242,.370,.370,.650,1.684,.330,.273,.270,.863,.160,.329
20100303,468.100,129.410,13.700,11.910,13.200,4.497,3.560,2.367,5.090,1.335,3.640,1.561,2.670,1.336,1.180,1.206,3.200,.243,1.630,.359,.320,.242,.380,.371,.660,1.686,.290,.273,.270,.864,.170,.330
20100304,464.300,129.274,13.800,11.891,13.200,4.490,3.590,2.367,5.100,1.335,3.540,1.561,2.680,1.336,1.170,1.205,3.220,.243,1.580,.359,.310,.242,.390,.372,.670,1.687,.260,.273,.280,.864,.180,.330
20100305,464.300,129.140,13.900,11.872,13.100,4.484,3.610,2.367,5.100,1.335,3.440,1.561,2.680,1.336,1.170,1.204,3.240,.243,1.540,.359,.310,.242,.390,.372,.680,1.689,.260,.273,.280,.865,.200,.330
20100306,468.100,129.009,14.000,11.853,13.100,4.477,3.640,2.367,5.110,1.335,3.330,1.561,2.690,1.336,1.160,1.204,3.270,.243,1.490,.359,.310,.242,.400,.373,.700,1.691,.260,.273,.280,.865,.210,.330
20100307,468.100,128.879,14.100,11.836,13.100,4.471,3.670,2.367,5.120,1.335,3.230,1.561,2.690,1.336,1.160,1.204,3.290,.243,1.440,.359,.300,.242,.410,.374,.710,1.693,.260,.273,.290,.866,.220,.330
20100308,468.100,128.751,14.100,11.818,13.000,4.465,3.700,2.366,5.120,1.335,3.130,1.561,2.700,1.336,1.150,1.203,3.310,.243,1.390,.359,.300,.242,.410,.374,.720,1.694,.250,.273,.290,.866,.230,.331
20100309,472.000,128.625,14.200,11.801,13.000,4.460,3.720,2.366,5.130,1.335,3.030,1.561,2.700,1.336,1.150,1.203,3.340,.243,1.350,.359,.300,.242,.420,.375,.730,1.696,.250,.273,.300,.867,.240,.331
20100310,472.000,128.500,14.300,11.785,12.900,4.454,3.750,2.366,5.070,1.335,2.930,1.561,2.710,1.336,1.140,1.202,3.360,.243,1.300,.359,.290,.242,.420,.375,.740,1.697,.250,.273,.300,.867,.250,.331
20100311,472.000,128.378,14.300,11.769,12.900,4.449,3.780,2.366,5.010,1.335,3.010,1.561,2.710,1.336,1.140,1.202,3.380,.243,1.280,.359,.290,.243,.430,.376,.750,1.699,.250,.273,.300,.867,.260,.331
20100312,472.000,128.257,14.400,11.753,12.900,4.443,3.800,2.366,4.960,1.335,3.100,1.561,2.710,1.336,1.160,1.201,3.400,.243,1.260,.359,.290,.243,.440,.377,.740,1.701,.250,.273,.300,.868,.270,.331
20100313,475.800,128.139,14.400,11.738,12.800,4.438,3.830,2.366,4.900,1.335,3.180,1.561,2.720,1.336,1.180,1.201,3.430,.243,1.240,.359,.300,.243,.440,.377,.730,1.702,.250,.273,.300,.868,.280,.331
20100314,475.800,128.022,14.500,11.723,12.800,4.433,3.860,2.366,4.840,1.335,3.260,1.561,2.720,1.336,1.200,1.201,3.450,.243,1.220,.359,.300,.243,.450,.378,.720,1.704,.250,.273,.300,.869,.280,.331
20100315,475.800,127.906,14.500,11.709,13.100,4.428,3.880,2.366,4.780,1.335,3.350,1.561,2.730,1.336,1.230,1.200,3.380,.243,1.200,.359,.300,.243,.460,.378,.710,1.705,.250,.273,.300,.869,.290,.332
20100316,479.700,127.793,14.500,11.695,13.400,4.424,3.910,2.366,4.720,1.335,3.430,1.561,2.730,1.336,1.250,1.200,3.300,.243,1.180,.359,.300,.243,.460,.379,.690,1.706,.250,.273,.300,.869,.300,.332
20100317,483.600,127.681,14.600,11.682,13.700,4.419,3.960,2.366,4.660,1.335,3.510,1.561,2.740,1.336,1.270,1.200,3.230,.243,1.160,.359,.310,.243,.470,.379,.680,1.708,.240,.273,.300,.870,.300,.332
20100318,483.600,127.570,14.600,11.668,14.100,4.415,4.010,2.366,4.610,1.335,3.590,1.561,2.740,1.336,1.290,1.200,3.160,.243,1.140,.359,.310,.243,.470,.380,.670,1.709,.240,.273,.300,.870,.300,.332
20100319,487.500,127.462,14.700,11.655,14.400,4.410,4.050,2.366,4.550,1.335,3.680,1.561,2.750,1.336,1.310,1.199,3.090,.243,1.120,.359,.310,.243,.480,.380,.660,1.711,.240,.273,.310,.870,.290,.332
20100320,487.500,127.355,14.700,11.643,14.700,4.406,4.100,2.366,4.490,1.335,3.760,1.561,2.750,1.336,1.410,1.199,3.010,.243,1.100,.359,.340,.243,.480,.381,.670,1.712,.240,.273,.320,.871,.290,.332
20100321,487.500,127.249,14.800,11.631,14.900,4.402,4.150,2.366,4.560,1.335,3.900,1.561,2.710,1.336,1.510,1.199,2.940,.243,1.060,.359,.370,.243,.490,.381,.690,1.713,.240,.273,.340,.871,.290,.332
20100322,487.500,127.145,14.800,11.619,15.200,4.398,4.200,2.366,4.630,1.335,4.040,1.561,2.660,1.336,1.610,1.199,2.870,.243,1.030,.359,.400,.243,.490,.382,.700,1.714,.240,.273,.350,.871,.290,.332
20100323,487.500,127.042,15.000,11.607,15.400,4.394,4.240,2.366,4.700,1.335,4.190,1.561,2.620,1.336,1.720,1.198,2.790,.243,.990,.359,.430,.243,.500,.382,.720,1.716,.240,.273,.360,.872,.290,.333
20100324,487.500,126.941,15.200,11.596,15.600,4.390,4.290,2.366,4.770,1.335,4.330,1.561,2.580,1.336,1.820,1.198,2.720,.243,.950,.359,.460,.243,.500,.383,.730,1.720,.250,.273,.370,.872,.290,.333
20100325,491.400,126.842,15.400,11.585,15.800,4.386,4.340,2.366,4.840,1.335,4.470,1.561,2.540,1.336,1.920,1.198,2.650,.243,.910,.359,.470,.243,.500,.383,.750,1.731,.250,.273,.390,.872,.280,.333
20100326,491.400,126.744,15.600,11.574,16.100,4.383,4.390,2.366,4.910,1.335,4.610,1.561,2.490,1.336,2.190,1.198,2.570,.243,.880,.359,.480,.243,.510,.384,.760,1.748,.250,.273,.400,.872,.280,.333
20100327,491.400,126.647,15.700,11.564,16.300,4.379,4.430,2.366,4.980,1.335,4.750,1.561,2.450,1.336,2.460,1.198,2.500,.243,.840,.359,.500,.243,.510,.384,.780,1.765,.250,.273,.410,.873,.280,.333
20100328,495.300,126.552,15.900,11.554,16.500,4.376,4.480,2.366,5.050,1.335,4.890,1.561,2.410,1.336,2.730,1.197,2.430,.243,.800,.359,.510,.243,.520,.384,.790,1.783,.250,.273,.420,.873,.280,.333
20100329,495.300,126.458,16.100,11.544,17.300,4.373,4.530,2.366,5.120,1.335,5.040,1.561,2.370,1.336,3.000,1.197,2.360,.243,.760,.359,.520,.243,.520,.385,.810,1.801,.260,.273,.440,.873,.290,.333
20100330,499.300,126.365,16.300,11.534,18.100,4.369,4.900,2.367,5.190,1.335,5.180,1.561,2.320,1.336,3.270,1.197,2.280,.243,.730,.359,.530,.243,.530,.385,.820,1.838,.260,.273,.450,.873,.290,.333
20100331,503.300,126.274,16.500,11.525,18.900,4.366,5.000,2.367,5.260,1.335,5.320,1.561,2.280,1.336,3.540,1.197,2.210,.243,.690,.359,.550,.243,.530,.386,.900,1.943,.260,.273,.460,.874,.290,.333
20100401,507.300,126.188,25.100,11.516,19.700,4.363,5.500,2.367,5.920,1.335,7.000,1.561,2.350,1.336,3.750,1.197,2.680,.243,.830,.359,.560,.243,.560,.386,4.200,2.171,3.250,.273,.630,.874,.590,.333
20100402,515.400,126.125,33.600,11.507,20.600,4.360,7.000,2.367,6.590,1.335,8.000,1.561,2.430,1.336,3.970,1.197,3.150,.243,.960,.359,.580,.243,.590,.386,9.500,2.548,6.240,.273,.830,.874,.660,.333
20100403,519.500,126.103,42.200,11.499,21.400,4.357,8.000,2.367,7.250,1.335,8.500,1.561,2.500,1.336,4.180,1.196,3.610,.243,1.100,.359,.590,.243,.620,.387,14.500,3.093,9.230,.275,1.250,.874,.960,.333
20100404,527.700,126.166,50.700,11.491,22.200,4.355,10.000,2.399,7.910,1.335,9.500,1.561,2.570,1.336,4.390,1.336,4.080,.243,1.230,.359,.740,.243,.660,.387,20.200,3.894,12.200,.315,1.900,.947,1.330,.396
20100405,531.900,126.366,59.300,11.507,23.000,4.352,15.000,2.705,8.570,1.335,10.500,1.561,2.650,1.336,6.970,1.595,4.550,.243,1.370,.359,.890,.243,.690,.387,27.000,5.103,15.200,.400,2.970,1.187,1.730,.582
20100406,540.200,126.745,67.800,11.649,23.800,4.349,19.000,3.668,9.240,1.335,11.500,1.561,2.720,1.336,9.550,1.877,5.020,.243,1.500,.359,1.040,.243,.720,.388,37.500,6.585,18.200,.504,3.370,1.565,2.150,.804
20100407,548.700,127.355,76.400,12.169,24.000,4.347,22.000,5.338,9.900,1.335,12.500,1.561,2.790,1.336,12.100,2.228,5.480,.243,1.640,.359,1.190,.299,.750,.388,50.900,8.362,20.200,.633,4.330,2.161,2.580,1.098
20100408,565.900,128.423,84.900,13.577,24.200,4.516,26.000,7.915,15.000,3.601,14.000,1.561,2.870,1.336,14.700,2.824,5.950,1.820,1.770,.359,5.290,.486,.780,.389,64.400,10.688,22.300,.829,6.270,3.070,9.930,1.523
20100409,596.800,130.360,93.500,16.907,24.300,7.951,30.000,11.965,39.100,14.209,15.500,4.078,2.940,7.572,17.300,3.972,6.420,5.709,1.910,.359,16.700,.851,.840,.451,77.600,13.974,24.300,1.184,8.930,4.434,18.700,2.143
20100410,666.900,133.348,102.000,23.586,24.500,20.647,36.000,16.656,41.200,22.530,16.500,11.869,3.190,16.665,19.900,5.336,6.440,6.997,2.040,.359,29.000,1.188,.890,.513,98.400,17.829,26.400,1.629,12.400,6.019,28.400,2.754
20100411,758.200,137.433,142.000,36.883,30.200,43.429,80.000,21.583,38.100,28.768,19.000,21.781,4.100,24.951,22.500,6.932,6.460,8.434,2.180,.359,33.200,1.482,.950,.570,144.000,21.710,28.400,2.119,14.100,7.575,34.200,3.285
20100412,881.000,142.898,182.000,62.171,35.800,67.166,120.000,26.668,36.500,34.543,20.000,30.379,4.840,31.688,25.000,8.726,6.480,9.932,2.310,.380,37.400,1.829,2.110,.630,153.000,25.512,26.900,2.680,13.400,8.929,29.400,3.718
20100413,991.000,150.266,222.000,95.943,41.500,79.778,154.000,30.713,34.300,34.725,21.000,31.318,5.400,28.772,27.600,9.896,6.500,9.363,2.450,.393,44.500,1.800,6.370,.641,153.000,28.943,28.400,3.112,11.500,9.521,24.100,3.757
20100414,1096.300,160.036,262.000,124.858,47.100,80.806,160.000,32.813,38.500,31.525,22.000,28.163,5.980,24.395,30.200,10.331,6.520,8.173,2.580,.396,47.500,1.732,7.980,.639,140.000,31.957,27.400,3.496,12.900,9.887,22.100,3.838
20100415,1194.500,174.081,302.000,143.635,52.800,80.717,162.000,35.219,39.000,32.371,23.000,27.994,6.560,26.126,29.100,11.199,6.530,8.905,2.220,.407,45.200,2.015,7.770,.642,131.000,34.673,22.500,4.020,10.400,10.513,21.400,4.142
20100416,1283.300,194.670,342.000,156.710,58.400,86.764,165.000,38.597,37.300,36.875,24.000,32.046,7.700,31.581,28.000,12.731,6.550,10.422,1.910,.442,38.400,2.367,9.540,.687,123.000,37.974,15.400,4.801,9.360,11.097,19.800,4.361
20100417,1368.600,223.562,382.000,171.399,64.100,96.559,154.000,42.999,36.300,39.879,24.500,36.950,9.280,35.841,25.900,14.297,6.570,11.034,1.840,.479,34.200,2.934,13.000,.774,114.000,42.001,17.100,5.689,10.000,11.837,19.100,4.669
20100418,1457.700,261.972,422.000,191.767,69.700,110.373,148.000,48.122,38.800,44.764,25.000,44.211,11.300,43.449,24.900,16.254,6.590,12.508,1.810,.538,33.600,3.579,12.100,.879,105.000,45.686,17.900,6.790,12.000,13.224,17.800,5.325
20100419,1550.600,310.032,462.000,223.016,73.700,131.912,145.000,55.831,48.300,51.585,27.000,55.614,13.200,55.024,30.200,19.048,6.610,14.392,1.870,.621,34.800,4.543,15.800,1.040,98.400,51.049,20.200,8.190,14.600,14.898,16.600,6.011
20100420,1656.500,368.418,502.000,271.143,95.900,160.958,143.000,69.283,62.400,58.673,29.500,68.549,15.400,66.209,63.400,23.989,10.400,16.126,2.740,.686,38.600,5.742,22.800,1.284,95.800,61.317,45.700,11.569,15.600,17.343,15.500,7.063
20100421,1757.800,437.705,545.000,330.328,150.000,189.262,148.000,81.311,83.700,67.898,32.000,80.365,19.800,76.411,91.400,28.193,13.000,18.798,4.640,.831,47.100,7.077,37.300,1.572,95.800,69.422,67.900,13.943,15.900,20.298,14.700,8.252
20100422,1973.000,520.769,623.000,388.526,193.000,211.762,198.000,91.196,103.000,75.093,38.000,88.087,22.800,81.923,91.400,32.008,18.300,20.509,5.040,1.029,59.000,8.162,48.400,1.830,93.200,75.176,60.900,15.926,16.400,23.416,14.500,9.434
20100423,2362.700,622.578,716.000,440.320,224.000,230.854,348.000,99.949,116.000,81.631,43.000,94.656,28.800,87.433,98.400,35.726,20.400,22.159,6.700,1.292,69.700,9.215,66.700,2.121,90.600,79.754,55.100,17.720,18.100,26.638,14.200,10.649
20100424,2866.900,753.654,828.000,487.851,255.000,249.614,366.000,109.033,134.000,89.156,53.000,101.275,36.900,93.171,101.000,39.922,25.900,24.167,8.420,1.661,74.400,10.427,87.400,2.473,105.000,84.524,56.200,19.899,21.100,30.446,14.200,12.163
20100425,2662.200,915.084,921.000,535.671,301.000,272.416,348.000,119.400,149.000,100.054,96.200,109.858,51.600,101.263,112.000,45.120,37.100,27.192,15.000,2.249,75.200,11.586,92.300,2.876,127.000,90.131,58.600,22.428,24.200,34.322,14.200,13.623
20100426,2374.200,1102.712,1030.000,585.367,357.000,294.083,331.000,129.796,177.000,107.525,118.000,117.158,79.400,107.050,129.000,49.833,52.400,28.735,22.300,2.952,72.100,12.925,96.500,3.370,131.000,95.050,66.100,24.278,26.300,37.932,14.200,14.939
20100427,2249.600,1310.227,1130.000,636.208,413.000,314.709,288.000,140.688,209.000,115.048,133.000,124.051,108.000,112.781,141.000,54.908,61.100,30.474,34.700,3.889,69.700,14.310,97.900,3.950,135.000,101.866,70.300,27.428,26.600,42.239,14.200,16.652
20100428,2238.500,1537.690,1220.000,728.964,459.000,416.201,273.000,155.412,221.000,167.926,173.000,190.247,146.000,190.180,154.000,65.836,104.000,46.242,51.600,8.424,67.500,16.008,101.000,4.729,118.000,111.348,65.500,31.317,27.000,48.317,14.700,19.163
20100429,2283.100,1793.993,1290.000,850.132,558.000,480.706,298.000,173.580,258.000,178.729,233.000,209.775,173.000,193.882,207.000,74.083,128.000,45.644,70.700,11.119,64.700,18.322,100.000,5.981,118.000,118.617,81.000,33.428,29.700,52.322,34.200,20.413
20100430,2409.000,2106.051,1380.000,984.352,726.000,521.514,298.000,203.187,298.000,189.206,265.000,215.888,163.000,195.646,235.000,86.079,110.000,47.239,85.000,14.777,62.500,23.153,106.000,7.993,118.000,127.942,85.000,36.760,36.600,57.271,59.500,22.389
20100501,2625.000,2463.966,1450.000,1078.671,789.000,543.785,325.000,220.279,311.000,198.204,240.000,218.253,169.000,196.557,265.000,92.674,124.000,48.465,69.300,18.498,71.300,24.588,90.900,9.152,123.000,131.122,136.000,36.933,49.500,61.977,68.700,24.143
20100502,2840.700,2847.644,1550.000,1144.399,738.000,560.510,362.000,230.768,305.000,206.566,255.000,220.116,190.000,197.260,254.000,97.755,122.000,49.554,80.600,22.119,88.600,26.209,83.200,10.366,118.000,130.014,102.000,36.010,70.600,65.570,50.500,25.378
20100503,3040.900,3243.846,1710.000,1204.360,809.000,586.072,476.000,239.639,308.000,220.913,289.000,227.688,225.000,204.543,256.000,103.303,154.000,52.321,111.000,26.617,80.300,28.112,73.800,11.811,123.000,126.497,79.000,34.471,70.600,67.863,37.600,26.110
20100504,3179.600,3631.800,1780.000,1253.601,868.000,607.518,482.000,244.588,326.000,231.117,337.000,231.952,274.000,207.026,281.000,106.892,180.000,53.758,156.000,30.289,67.500,29.324,71.900,12.966,135.000,121.276,68.500,32.369,67.800,68.346,31.400,26.106
20100505,3337.000,3979.137,1790.000,1291.069,948.000,624.274,464.000,245.799,342.000,239.473,400.000,233.861,291.000,207.594,273.000,109.180,178.000,54.916,175.000,33.587,60.800,30.477,79.100,14.122,144.000,116.067,53.400,30.455,60.000,68.375,29.400,26.073
20100506,3499.700,4311.192,1830.000,1363.839,1030.000,679.790,440.000,256.230,326.000,271.769,378.000,256.412,244.000,231.903,241.000,117.136,159.000,62.200,149.000,41.804,54.700,33.551,75.800,16.257,144.000,119.886,50.600,32.890,53.000,74.061,33.600,28.825
20100507,3698.800,4649.027,1860.000,1456.740,975.000,729.689,494.000,267.384,314.000,285.255,331.000,272.821,229.000,244.042,271.000,122.767,208.000,63.484,161.000,46.216,48.400,36.188,64.100,18.514,149.000,122.362,52.300,32.990,54.900,76.902,35.800,29.607
20100508,3921.700,4952.336,1890.000,1509.836,901.000,734.017,470.000,270.720,336.000,277.901,311.000,267.753,220.000,234.599,316.000,124.789,194.000,60.468,171.000,46.589,47.100,36.833,64.800,19.530,144.000,120.381,63.800,31.502,58.900,76.022,36.400,28.893
20100509,4204.600,5150.582,1880.000,1504.681,928.000,714.341,388.000,264.476,326.000,267.262,297.000,254.587,195.000,220.462,239.000,123.372,158.000,57.509,157.000,46.204,53.800,35.691,54.700,20.103,135.000,115.760,56.200,29.480,61.700,73.674,38.200,27.854
20100510,4447.600,5217.414,1840.000,1472.160,882.000,692.410,414.000,255.317,302.000,258.093,275.000,242.496,176.000,208.698,180.000,121.246,137.000,55.040,145.000,45.972,59.000,34.607,52.500,20.843,123.000,110.507,44.000,27.510,64.700,71.668,39.600,27.127
20100511,4718.600,5223.436,1820.000,1466.574,783.000,669.047,567.000,263.290,278.000,240.161,253.000,229.260,159.000,193.942,156.000,124.758,121.000,50.502,129.000,42.880,52.800,37.149,52.500,22.733,127.000,114.426,42.500,29.790,67.100,72.604,42.900,27.786
20100512,4962.300,5233.730,1840.000,1455.153,713.000,642.287,500.000,266.436,264.000,227.894,205.000,216.690,135.000,181.876,161.000,124.283,116.000,47.746,111.000,41.546,49.700,38.890,54.300,23.830,140.000,115.897,69.700,29.493,69.000,74.217,52.200,28.467
20100513,5175.100,5261.938,1820.000,1441.434,672.000,645.247,357.000,262.313,247.000,232.202,194.000,222.118,152.000,190.271,157.000,123.529,112.000,48.859,97.000,43.686,59.600,37.352,58.600,24.878,140.000,113.277,67.300,27.894,67.800,72.915,57.700,27.671
20100514,5333.700,5284.953,1750.000,1426.022,616.000,649.830,315.000,252.880,234.000,230.472,221.000,226.428,165.000,193.614,156.000,121.457,109.000,47.480,89.500,45.244,71.300,35.339,56.800,25.746,135.000,107.937,53.900,25.666,70.600,70.292,60.400,26.534
