Date,5115_Qm,5115_Qs,5105_Qm,5105_Qs,5094_Qm,5094_Qs,5765_Qm,5765_Qs,5092_Qm,5092_Qs,5135_Qm,5135_Qs,5132_Qm,5132_Qs,5151_Qm,5151_Qs,5085_Qm,5085_Qs,5122_Qm,5122_Qs,5171_Qm,5171_Qs,5736_Qm,5736_Qs,5211_Qm,5211_Qs,5208_Qm,5208_Qs,5239_Qm,5239_Qs,5238_Qm,5238_Qs
20180123,523.600,118.112,10.100,11.149,5.350,4.325,2.700,2.214,3.880,1.335,2.010,1.564,1.470,1.340,2.350,1.128,1.180,.243,.770,.359,.240,.239,.210,.350,.830,1.318,.190,.265,.120,.471,-99.000,.191
20180124,523.600,118.106,10.100,11.148,5.290,4.322,2.580,2.218,3.880,1.335,1.990,1.564,1.450,1.340,2.280,1.130,1.180,.243,.760,.359,.240,.240,.210,.351,.820,1.324,.190,.265,.110,.485,-99.000,.196
20180125,523.600,118.100,10.000,11.147,5.220,4.320,2.450,2.222,3.870,1.335,1.970,1.564,1.430,1.340,2.200,1.131,1.180,.243,.740,.359,.230,.240,.210,.352,.800,1.330,.180,.266,.110,.499,-99.000,.200
20180126,523.600,118.095,10.000,11.145,5.160,4.318,2.330,2.226,3.860,1.335,1.950,1.564,1.410,1.340,2.120,1.133,1.180,.243,.730,.359,.230,.240,.210,.353,.790,1.336,.170,.266,.100,.513,-99.000,.205
20180127,523.600,118.090,9.990,11.145,5.090,4.316,2.200,2.231,3.850,1.335,1.930,1.564,1.390,1.340,2.050,1.135,1.170,.243,.720,.359,.220,.240,.200,.354,.780,1.342,.170,.267,.098,.525,-99.000,.209
20180128,523.600,118.086,9.960,11.144,5.030,4.314,2.080,2.234,3.840,1.335,1.910,1.564,1.370,1.340,1.970,1.137,1.170,.243,.710,.359,.220,.240,.200,.355,.770,1.347,.160,.267,.094,.538,-99.000,.214
20180129,523.600,118.083,9.930,11.143,4.960,4.312,1.950,2.238,3.830,1.335,1.890,1.564,1.350,1.340,1.890,1.138,1.170,.243,.700,.359,.210,.240,.200,.356,.750,1.352,.160,.268,.089,.550,-99.000,.218
20180130,523.600,118.080,9.900,11.142,4.900,4.310,1.830,2.242,3.820,1.335,1.870,1.564,1.330,1.340,1.810,1.140,1.170,.243,.680,.359,.210,.241,.190,.357,.740,1.356,.150,.268,.085,.561,-99.000,.222
20180131,523.600,118.077,9.870,11.142,4.830,4.308,1.820,2.245,3.810,1.335,1.850,1.564,1.310,1.340,1.740,1.142,1.170,.243,.670,.359,.200,.241,.190,.358,.730,1.361,.160,.268,.080,.572,-99.000,.226
20180201,523.600,118.075,9.730,11.141,4.770,4.306,1.810,2.249,3.750,1.335,1.830,1.564,1.290,1.340,1.660,1.143,1.160,.243,.650,.359,.200,.241,.190,.359,.720,1.366,.170,.268,.075,.583,-99.000,.230
20180202,519.500,118.073,9.590,11.141,4.720,4.305,1.800,2.252,3.700,1.335,1.790,1.564,1.260,1.340,1.580,1.145,1.140,.243,.630,.359,.200,.241,.190,.360,.700,1.370,.190,.269,.071,.593,-99.000,.233
20180203,519.500,118.071,9.450,11.141,4.670,4.303,1.790,2.256,3.640,1.335,1.760,1.564,1.230,1.340,1.510,1.146,1.120,.243,.620,.359,.200,.241,.190,.360,.690,1.374,.200,.269,.066,.603,-99.000,.237
20180204,519.500,118.070,9.320,11.140,4.620,4.302,1.780,2.259,3.590,1.335,1.720,1.564,1.200,1.340,1.430,1.147,1.110,.243,.600,.359,.200,.241,.190,.361,.680,1.379,.210,.269,.061,.613,-99.000,.240
20180205,519.500,118.069,9.180,11.140,4.560,4.300,1.770,2.262,3.540,1.335,1.690,1.564,1.160,1.340,1.350,1.149,1.090,.243,.580,.359,.190,.241,.190,.362,.670,1.383,.220,.270,.057,.622,-99.000,.243
20180206,515.400,118.068,9.040,11.140,4.510,4.299,1.760,2.265,3.480,1.335,1.650,1.564,1.130,1.340,1.280,1.150,1.080,.243,.560,.359,.190,.241,.190,.363,.660,1.387,.230,.270,.052,.631,-99.000,.246
20180207,515.400,118.068,8.970,11.140,4.460,4.297,1.750,2.268,3.430,1.335,1.620,1.564,1.100,1.340,1.200,1.151,1.060,.243,.540,.359,.190,.242,.190,.364,.640,1.390,.250,.270,.048,.639,-99.000,.249
20180208,515.400,118.067,8.910,11.140,4.410,4.296,1.730,2.270,3.370,1.335,1.580,1.565,1.070,1.340,1.180,1.153,1.050,.243,.530,.359,.190,.242,.190,.365,.630,1.394,.260,.270,.043,.648,-99.000,.252
20180209,511.400,118.068,8.840,11.140,4.480,4.295,1.720,2.273,3.310,1.335,1.590,1.565,1.080,1.340,1.150,1.154,1.030,.243,.510,.359,.190,.242,.190,.365,.620,1.398,.270,.270,.042,.655,-99.000,.255
20180210,511.400,118.068,8.770,11.140,4.560,4.294,1.710,2.276,3.260,1.335,1.600,1.565,1.090,1.340,1.130,1.155,1.020,.243,.490,.359,.190,.242,.190,.366,.600,1.401,.280,.270,.041,.663,-99.000,.258
20180211,511.400,118.069,8.710,11.140,4.630,4.292,1.700,2.278,3.210,1.335,1.610,1.565,1.110,1.340,1.100,1.156,1.010,.243,.470,.359,.190,.242,.190,.367,.590,1.405,.290,.271,.039,.671,-99.000,.261
20180212,511.400,118.070,8.640,11.140,4.710,4.291,1.690,2.281,3.150,1.335,1.620,1.565,1.120,1.340,1.080,1.157,.990,.243,.450,.359,.190,.242,.190,.368,.580,1.408,.310,.271,.038,.678,-99.000,.263
20180213,507.300,118.071,8.570,11.140,4.780,4.290,1.680,2.283,3.100,1.335,1.630,1.565,1.130,1.340,1.050,1.158,.970,.243,.440,.359,.190,.242,.190,.368,.580,1.411,.320,.271,.037,.685,-99.000,.266
20180214,507.300,118.072,8.500,11.140,4.850,4.289,1.670,2.285,3.040,1.335,1.640,1.565,1.140,1.340,1.030,1.159,.960,.243,.420,.359,.200,.242,.190,.369,.570,1.414,.330,.271,.036,.691,-99.000,.268
20180215,507.300,118.074,8.440,11.140,4.930,4.288,1.660,2.288,2.990,1.335,1.650,1.565,1.160,1.340,1.000,1.160,.950,.243,.400,.359,.200,.242,.190,.370,.570,1.417,.330,.271,.035,.698,-99.000,.270
20180216,511.400,118.075,8.370,11.140,5.000,4.287,1.650,2.290,2.930,1.335,1.660,1.565,1.170,1.340,.980,1.161,.930,.243,.400,.359,.200,.242,.190,.370,.570,1.420,.330,.271,.033,.704,-99.000,.272
20180217,511.400,118.077,8.300,11.140,5.070,4.286,1.630,2.292,2.910,1.335,1.670,1.565,1.180,1.340,.950,1.162,.930,.243,.390,.359,.200,.242,.190,.371,.560,1.423,.320,.271,.032,.710,-99.000,.275
20180218,511.400,118.079,8.240,11.140,5.150,4.285,1.620,2.294,2.900,1.335,1.680,1.565,1.190,1.340,.930,1.163,.920,.243,.390,.359,.200,.242,.190,.372,.560,1.426,.320,.271,.031,.716,-99.000,.277
20180219,511.400,118.082,8.170,11.141,5.220,4.284,1.600,2.296,2.880,1.335,1.690,1.565,1.210,1.340,.900,1.164,.920,.243,.390,.359,.200,.242,.190,.372,.550,1.428,.320,.272,.030,.721,-99.000,.279
20180220,511.400,118.084,8.270,11.141,5.300,4.283,1.590,2.298,2.860,1.335,1.700,1.565,1.220,1.340,.880,1.165,.920,.243,.380,.359,.200,.242,.180,.373,.550,1.431,.320,.272,.028,.727,-99.000,.281
20180221,511.400,118.087,8.360,11.141,5.370,4.283,1.580,2.300,2.850,1.335,1.710,1.565,1.230,1.340,.850,1.166,.910,.243,.380,.359,.190,.243,.180,.374,.550,1.434,.320,.272,.027,.732,-99.000,.282
20180222,511.400,118.089,8.460,11.141,5.440,4.282,1.560,2.302,2.830,1.335,1.710,1.565,1.240,1.340,.830,1.167,.910,.243,.380,.359,.190,.243,.180,.374,.540,1.436,.310,.272,.026,.737,-99.000,.284
20180223,511.400,118.092,8.550,11.142,5.520,4.281,1.550,2.304,2.810,1.335,1.720,1.565,1.250,1.340,.800,1.168,.910,.243,.380,.359,.180,.243,.180,.375,.540,1.438,.310,.272,.025,.742,-99.000,.286
20180224,511.400,118.095,8.650,11.142,5.590,4.280,1.540,2.306,2.800,1.335,1.730,1.565,1.270,1.340,.780,1.168,.900,.243,.370,.359,.180,.243,.180,.375,.540,1.441,.310,.272,.024,.747,-99.000,.288
20180225,511.400,118.099,8.740,11.142,5.670,4.280,1.520,2.307,2.780,1.335,1.740,1.565,1.280,1.340,.750,1.169,.900,.243,.370,.359,.170,.243,.180,.376,.530,1.443,.310,.272,.022,.751,-99.000,.289
20180226,511.400,118.102,8.840,11.143,5.740,4.279,1.510,2.309,2.760,1.335,1.750,1.565,1.290,1.340,.730,1.170,.900,.243,.370,.359,.170,.243,.170,.377,.530,1.445,.310,.272,.021,.755,-99.000,.291
20180227,511.400,118.105,8.930,11.143,5.810,4.278,1.490,2.311,2.750,1.335,1.760,1.565,1.300,1.340,.700,1.171,.890,.243,.360,.359,.180,.243,.170,.377,.540,1.447,.310,.272,.020,.760,-99.000,.292
20180228,511.400,118.109,9.030,11.143,5.890,4.278,1.480,2.312,2.730,1.335,1.770,1.565,1.320,1.340,.680,1.171,.890,.243,.360,.359,.180,.243,.170,.378,.540,1.450,.300,.272,.021,.764,-99.000,.294
20180301,511.400,118.113,9.100,11.144,5.960,4.277,1.510,2.314,2.770,1.335,1.780,1.565,1.330,1.340,.710,1.172,.930,.243,.380,.359,.190,.243,.170,.378,.550,1.453,.300,.272,.022,.768,-99.000,.295
20180302,515.400,118.116,9.160,11.144,6.030,4.276,1.540,2.315,2.800,1.335,1.790,1.565,1.340,1.340,.740,1.173,.970,.243,.400,.359,.190,.243,.170,.379,.560,1.457,.300,.272,.023,.772,-99.000,.297
20180303,519.500,118.120,9.230,11.144,6.110,4.276,1.570,2.317,2.840,1.335,1.800,1.565,1.350,1.340,.770,1.173,1.010,.243,.420,.359,.200,.243,.170,.379,.570,1.461,.280,.272,.024,.775,-99.000,.298
20180304,519.500,118.124,9.290,11.145,6.180,4.275,1.600,2.318,2.880,1.335,1.810,1.565,1.370,1.340,.800,1.174,1.050,.243,.440,.359,.210,.243,.170,.380,.570,1.466,.270,.272,.025,.779,-99.000,.299
20180305,523.600,118.128,9.360,11.145,6.260,4.275,1.630,2.320,2.920,1.335,1.820,1.565,1.380,1.340,.830,1.174,1.090,.243,.460,.359,.210,.243,.170,.380,.580,1.471,.250,.272,.026,.782,-99.000,.300
20180306,523.600,118.132,9.420,11.145,6.330,4.274,1.660,2.321,2.950,1.335,1.830,1.565,1.390,1.340,.860,1.175,1.130,.243,.470,.359,.220,.243,.170,.381,.590,1.475,.260,.272,.027,.786,-99.000,.302
20180307,523.600,118.137,9.490,11.146,9.370,4.273,1.700,2.322,2.990,1.335,1.940,1.565,1.480,1.340,.890,1.176,1.170,.243,.490,.359,.220,.243,.170,.381,.590,1.480,.280,.272,.028,.789,-99.000,.303
20180308,523.600,118.141,9.550,11.146,10.900,4.273,1.730,2.324,3.030,1.335,2.030,1.565,1.560,1.340,.920,1.176,1.210,.243,.510,.359,.230,.243,.170,.382,.600,1.485,.290,.272,.029,.792,-99.000,.304
20180309,523.600,118.145,9.620,11.146,12.400,4.272,1.760,2.325,3.070,1.335,2.110,1.565,1.640,1.340,.950,1.177,1.250,.243,.530,.359,.230,.243,.170,.382,.610,1.490,.300,.272,.029,.795,-99.000,.305
20180310,523.600,118.150,9.590,11.147,12.400,4.272,1.790,2.326,3.100,1.335,2.200,1.565,1.730,1.340,.980,1.177,1.290,.243,.550,.359,.240,.243,.180,.383,.620,1.495,.310,.272,.030,.798,-99.000,.306
20180311,523.600,118.154,9.560,11.147,13.900,4.271,1.820,2.327,3.140,1.335,2.290,1.565,1.810,1.340,1.010,1.178,1.330,.243,.720,.359,.240,.243,.180,.383,.620,1.499,.330,.272,.031,.800,-99.000,.307
20180312,527.700,118.159,9.540,11.148,13.900,4.271,1.850,2.329,3.200,1.335,2.380,1.565,1.900,1.340,1.040,1.178,1.370,.243,.890,.359,.240,.243,.180,.384,.630,1.504,.340,.272,.032,.803,-99.000,.308
20180313,527.700,118.164,9.510,11.148,15.400,4.271,1.880,2.330,3.260,1.335,2.470,1.565,1.980,1.340,1.070,1.179,1.410,.243,1.060,.359,.240,.243,.180,.384,.690,1.508,.650,.272,.033,.806,-99.000,.309
20180314,527.700,118.168,9.480,11.148,13.900,4.270,2.950,2.331,3.320,1.335,2.550,1.565,2.070,1.340,1.100,1.179,1.450,.243,1.230,.359,.250,.243,.180,.384,.750,1.513,1.050,.273,.034,.808,-99.000,.310
20180315,527.700,118.173,9.450,11.149,15.400,4.270,4.030,2.332,3.380,1.335,2.640,1.565,2.150,1.340,1.130,1.180,2.710,.243,1.390,.359,.250,.243,.180,.385,.800,1.518,1.390,.273,.035,.811,-99.000,.311
20180316,527.700,118.178,9.430,11.149,15.400,4.269,5.100,2.333,3.440,1.335,2.730,1.565,2.240,1.340,1.160,1.180,3.960,.243,1.560,.359,.250,.243,.180,.385,.860,1.522,1.880,.273,.036,.813,-99.000,.311
20180317,527.700,118.183,9.400,11.149,13.900,4.269,6.180,2.334,3.500,1.335,2.820,1.565,2.320,1.340,1.190,1.181,5.220,.243,1.730,.359,.250,.243,.180,.386,.920,1.528,2.250,.273,.037,.815,-99.000,.312
20180318,527.700,118.188,9.370,11.150,13.900,4.269,7.250,2.335,3.560,1.335,2.910,1.565,2.410,1.340,1.220,1.181,6.480,.243,1.900,.359,.260,.243,.180,.386,.980,1.541,2.830,.273,.038,.817,-99.000,.313
20180319,527.700,118.193,11.600,11.150,13.600,4.268,8.330,2.336,3.620,1.335,3.000,1.565,2.490,1.340,1.250,1.181,7.730,.243,2.070,.359,.260,.243,.310,.386,1.030,1.557,6.260,.273,.039,.820,-99.000,.314
20180320,531.900,118.198,13.800,11.151,13.200,4.268,9.400,2.337,3.680,1.335,3.080,1.565,2.580,1.340,1.280,1.182,8.990,.243,2.240,.359,.260,.243,.450,.387,1.090,1.572,7.110,.273,.085,.822,-99.000,.315
20180321,531.900,118.203,16.000,11.151,12.900,4.268,10.500,2.338,3.740,1.335,3.170,1.565,2.660,1.340,4.180,1.182,10.200,.243,2.410,.359,.270,.243,.580,.387,1.150,1.587,7.950,.273,.130,.824,-99.000,.315
20180322,531.900,118.208,18.300,11.151,12.600,4.267,11.600,2.339,9.620,1.335,3.260,1.565,2.750,1.340,7.080,1.182,11.500,.243,2.580,.359,.270,.243,.710,.387,4.000,1.608,8.800,.273,.180,.826,-99.000,.316
20180323,536.100,118.238,20.500,11.152,12.200,4.267,12.600,2.350,15.500,1.335,3.350,1.565,2.830,1.340,9.980,1.227,12.800,.243,2.750,.359,.430,.243,.840,.388,7.990,1.642,9.640,.282,.220,.924,-99.000,.401
20180324,536.100,118.392,22.700,11.165,11.900,4.267,13.700,2.537,21.400,1.335,3.440,1.565,3.550,1.340,12.900,1.355,14.000,.243,2.910,.359,.590,.243,.980,.388,12.100,1.689,10.500,.300,.270,1.254,-99.000,.658
20180325,540.200,118.805,24.900,11.302,11.600,4.297,27.800,3.370,27.200,3.428,3.520,1.565,4.990,1.340,15.800,1.623,15.300,1.716,3.080,.359,.760,.243,1.110,.389,18.500,1.792,11.300,.340,.320,2.009,-99.000,1.141
20180326,557.200,119.797,27.200,12.034,11.200,5.402,41.700,5.243,33.100,11.142,3.610,1.877,7.870,2.576,18.700,2.260,16.500,4.568,3.250,.359,.920,.419,1.240,.389,23.400,1.959,15.600,.412,.360,3.263,-99.000,1.750
20180327,579.000,121.994,29.400,14.723,10.900,18.907,55.600,9.205,39.000,27.189,3.680,11.122,10.000,20.285,21.600,3.842,17.800,9.278,3.420,.361,1.080,.867,1.370,.430,29.800,2.295,15.600,.563,.410,4.821,-99.000,2.344
20180328,605.800,125.494,103.000,24.667,38.200,61.129,69.600,15.338,44.900,45.556,10.200,33.544,13.600,42.400,24.500,6.060,19.000,14.080,3.590,.366,8.320,1.395,1.510,.489,38.200,2.880,17.300,.814,.450,6.236,-99.000,2.766
20180329,624.200,130.031,177.000,56.075,71.500,103.627,83.600,21.748,50.700,52.739,26.900,47.332,24.400,48.920,27.400,7.792,20.300,14.894,6.790,.370,15.600,1.771,1.640,.534,43.600,3.667,18.300,1.072,.500,7.475,-99.000,3.153
20180330,657.300,136.333,251.000,113.545,96.200,132.877,87.600,28.747,56.600,58.770,47.000,55.831,29.500,55.466,30.300,9.713,17.700,16.497,10.000,.376,22.800,2.330,11.000,.592,44.900,4.671,22.800,1.438,.820,8.158,-99.000,3.267
20180331,691.500,144.581,325.000,178.564,120.000,158.234,86.800,36.678,62.500,66.906,45.200,65.727,30.200,65.185,33.200,12.167,17.200,18.850,13.100,.385,30.100,3.060,20.300,.669,46.300,6.076,26.600,1.916,1.130,9.445,-99.000,3.890
20180401,758.200,156.895,399.000,238.602,136.000,180.937,86.000,45.148,63.900,73.640,47.900,74.149,33.100,71.918,36.100,14.720,16.700,20.516,16.400,.397,37.300,4.032,29.600,.773,49.900,7.555,16.900,2.283,1.450,11.363,-99.000,4.759
20180402,812.500,177.716,411.000,302.486,145.000,219.541,85.200,56.177,65.200,87.261,51.600,93.259,31.600,92.635,39.000,18.230,15.700,24.504,15.000,.419,39.700,5.414,38.400,.942,51.600,8.855,14.700,2.591,1.770,12.139,-99.000,4.794
20180403,910.700,214.580,436.000,365.226,162.000,247.193,86.800,64.964,75.700,92.883,63.700,102.577,35.100,97.368,50.900,20.963,22.000,25.457,15.700,.445,44.200,6.180,60.200,1.075,51.600,9.593,17.600,2.570,2.080,11.964,-99.000,4.510
20180404,1003.800,281.615,492.000,410.233,191.000,252.122,97.000,70.054,87.000,89.017,71.300,100.005,36.100,91.477,63.800,22.171,23.200,23.746,16.400,.464,51.100,6.510,65.400,1.160,49.000,9.722,20.500,2.363,2.400,11.342,-99.000,4.182
20180405,1165.900,393.184,548.000,433.896,181.000,247.318,110.000,73.231,74.300,85.343,57.500,95.349,27.400,86.374,51.900,23.001,19.200,22.744,17.100,.481,55.300,6.911,58.000,1.246,48.300,9.486,14.700,2.172,2.200,10.584,-99.000,3.868
20180406,1345.000,548.502,559.000,445.326,156.000,243.498,104.000,75.688,62.600,83.380,51.600,93.218,25.600,84.633,44.800,23.720,18.700,22.268,15.700,.503,45.600,7.468,46.900,1.362,48.300,9.147,12.900,2.030,2.460,9.840,-99.000,3.587
20180407,1516.400,724.132,502.000,450.076,137.000,236.933,84.400,77.123,55.300,79.115,44.300,89.012,22.300,79.436,38.100,24.118,16.700,20.872,15.700,.522,36.400,8.035,42.300,1.483,47.000,8.746,10.600,1.837,2.200,9.080,-99.000,3.291
20180408,1843.800,886.043,452.000,455.685,117.000,234.599,68.700,79.992,46.200,78.569,36.000,87.949,18.400,78.950,31.800,25.486,12.100,20.957,14.300,.553,27.900,8.856,31.800,1.666,41.600,9.036,9.130,2.284,2.080,8.374,-99.000,3.028
20180409,2205.400,1010.763,399.000,460.239,102.000,230.073,55.300,82.633,40.800,75.553,32.900,84.713,17.700,74.693,28.400,26.671,13.400,19.896,14.300,.579,19.200,9.412,32.300,1.813,32.900,9.218,7.970,2.121,2.080,7.653,-99.000,2.745
20180410,2467.700,1104.492,358.000,503.582,92.200,261.360,46.800,97.925,36.600,88.972,28.600,104.285,15.600,98.371,25.100,32.276,9.400,24.578,13.600,.693,14.900,13.142,24.300,2.543,26.000,12.547,7.530,4.464,1.910,9.497,-99.000,4.058
20180411,2853.800,1191.261,328.000,565.546,94.900,290.797,46.300,111.369,39.700,95.795,32.200,116.509,19.200,105.808,25.100,37.561,13.400,25.852,14.300,.823,14.600,15.031,34.600,3.273,22.400,15.982,8.200,4.994,2.330,12.547,-99.000,5.478
20180412,2339.800,1291.121,344.000,611.183,119.000,299.118,66.700,118.236,47.200,95.329,50.700,116.267,30.200,102.356,37.200,39.449,16.700,25.259,14.300,.931,22.000,15.235,67.100,3.568,22.000,17.333,12.900,4.724,2.740,14.020,-99.000,5.643
20180413,1863.300,1411.949,442.000,639.770,136.000,306.297,78.900,119.071,49.500,99.082,58.500,118.299,28.300,104.825,44.800,39.703,15.700,26.540,13.600,1.122,32.500,16.085,79.900,4.013,24.500,16.751,13.400,4.089,3.130,14.087,-99.000,5.361
20180414,1611.800,1555.518,520.000,658.939,132.000,299.920,88.400,122.411,48.300,88.935,55.500,112.089,27.400,95.470,39.000,40.870,15.700,22.622,14.300,1.146,53.400,17.506,64.800,4.648,28.800,17.556,12.300,4.894,3.050,14.943,-99.000,5.846
20180415,1576.600,1703.880,548.000,664.635,137.000,288.269,90.100,123.966,54.200,81.149,58.500,107.255,30.200,91.118,39.000,41.845,14.700,20.661,14.300,1.095,56.000,18.106,63.100,5.105,33.400,19.071,11.400,5.432,2.970,15.791,-99.000,6.186
20180416,1629.600,1843.910,559.000,669.431,154.000,290.609,101.000,122.756,58.800,86.724,69.000,110.651,38.200,96.253,39.000,42.196,15.200,23.132,15.000,1.252,49.400,19.102,71.200,5.723,35.600,19.070,11.400,4.882,2.740,15.556,-99.000,5.887
20180417,1739.100,1976.196,578.000,687.497,169.000,312.828,103.000,120.115,61.300,98.917,77.000,123.436,42.600,110.050,40.000,42.563,18.200,26.699,16.400,1.737,56.000,20.748,68.900,6.689,35.600,17.880,11.700,4.235,2.890,14.692,-99.000,5.430
20180418,1834.100,2116.843,616.000,718.118,179.000,342.588,97.000,116.739,66.500,106.288,82.900,139.043,49.500,124.622,45.800,42.926,21.400,27.953,18.600,2.595,58.000,22.163,60.200,7.693,35.200,16.241,13.100,3.635,2.820,13.657,-99.000,5.002
20180419,1932.600,2290.501,635.000,750.501,195.000,364.204,97.000,113.649,72.900,108.180,92.800,149.251,62.400,132.359,56.100,43.295,23.700,27.697,20.200,3.668,47.300,23.124,58.000,8.639,35.200,15.188,14.400,3.513,2.970,13.249,-99.000,4.971
20180420,2024.300,2532.804,635.000,785.166,207.000,391.824,105.000,109.978,80.000,109.386,99.300,167.531,72.200,150.989,59.400,43.730,23.700,27.061,22.600,5.696,40.000,23.959,55.900,9.983,35.600,13.902,15.000,2.939,2.970,12.655,-99.000,4.714
20180421,2097.600,2837.440,655.000,811.981,212.000,409.132,113.000,106.029,82.800,105.824,101.000,179.067,76.700,159.746,61.500,43.586,25.600,24.761,25.100,8.175,36.400,23.706,52.100,10.802,36.500,12.415,14.700,2.355,2.890,11.908,-99.000,4.388
20180422,2161.800,3142.586,667.000,821.465,222.000,409.220,113.000,101.121,90.200,97.323,102.000,180.153,75.200,158.172,63.800,42.328,27.500,21.292,28.600,10.215,34.200,23.101,46.400,11.504,36.500,10.780,14.700,1.719,2.820,10.877,-99.000,3.928
20180423,2271.900,3374.008,671.000,817.359,222.000,404.776,111.000,95.230,91.800,88.862,92.800,181.316,66.500,158.930,60.400,40.677,25.600,17.908,27.700,12.679,31.300,22.382,38.400,12.349,36.100,9.032,14.000,.999,2.740,9.687,-99.000,3.430
20180424,2328.400,3505.733,667.000,806.639,205.000,399.088,106.000,88.988,82.800,81.032,82.900,182.652,61.000,159.602,54.000,38.856,24.300,14.704,27.700,15.341,27.900,21.517,31.400,13.216,35.600,7.354,12.900,.420,2.600,8.411,-99.000,2.910
20180425,2409.000,3565.081,627.000,791.020,186.000,389.912,95.200,82.173,77.100,74.136,72.400,180.527,54.500,155.807,49.800,36.790,23.700,11.589,26.900,18.485,22.400,20.449,26.000,13.712,33.800,5.927,11.700,.200,2.600,7.040,-99.000,2.346
20180426,2467.700,3598.208,566.000,771.708,171.000,377.940,84.400,74.856,72.900,67.069,66.900,177.738,50.800,153.109,45.800,34.338,23.200,8.166,26.900,22.478,17.400,19.189,22.200,13.889,31.000,4.767,10.400,.110,2.460,5.551,-99.000,1.719
20180427,2467.700,3624.106,502.000,744.035,158.000,353.286,76.600,68.118,67.700,59.452,62.600,163.255,47.200,136.503,42.900,31.994,22.600,5.774,26.900,23.770,14.400,18.009,18.700,13.807,28.200,3.855,9.870,.069,2.460,4.165,-99.000,1.174
20180428,2444.100,3629.640,455.000,710.903,149.000,327.906,69.400,62.419,63.900,52.948,56.500,149.353,42.600,123.597,40.900,30.019,22.000,4.067,23.400,24.019,12.100,16.875,16.000,13.694,25.600,3.165,9.620,.050,2.400,3.016,-99.000,.763
20180429,2385.700,3634.535,414.000,675.268,137.000,301.395,64.000,55.746,60.000,45.055,52.600,135.133,39.300,109.835,38.100,27.501,20.900,1.660,22.600,23.902,10.200,15.875,13.800,13.589,23.300,2.586,9.130,.045,2.400,2.124,-99.000,.469
20180430,2328.400,3653.216,379.000,637.257,129.000,273.326,58.900,49.899,57.700,38.367,49.800,119.693,38.200,95.048,35.400,25.367,20.300,.604,21.800,22.424,8.760,14.969,12.100,13.318,21.300,2.081,8.660,.040,2.330,1.473,-99.000,.276
20180501,2249.600,3667.527,347.000,599.068,120.000,249.881,52.300,45.362,57.700,33.848,45.200,107.667,34.100,84.929,34.500,23.793,20.300,.183,19.400,20.920,7.780,14.032,10.200,13.036,19.700,1.678,8.200,.037,2.330,1.054,-99.000,.182
20180502,2183.600,3650.820,320.000,579.125,112.000,255.312,47.900,45.428,54.200,45.492,41.700,111.514,32.100,93.008,33.600,27.261,22.600,4.056,20.200,25.247,6.940,13.388,9.000,13.038,18.500,1.591,8.200,.375,2.330,.828,-99.000,.169
20180503,2097.600,3612.716,302.000,600.875,115.000,285.802,47.900,52.918,61.300,56.179,43.500,127.833,40.300,110.124,70.600,30.807,35.900,7.228,26.000,23.815,6.800,14.701,9.290,13.883,18.800,2.808,16.600,1.552,2.460,1.176,-99.000,.612
20180504,1952.700,3584.802,302.000,641.851,181.000,312.842,82.000,63.201,115.000,62.393,80.500,139.363,97.500,118.946,171.000,34.307,60.200,7.923,90.700,24.261,10.700,14.824,17.500,14.602,38.200,6.560,123.000,3.316,4.880,1.689,-99.000,.983
20180505,1843.800,3575.135,370.000,669.624,285.000,320.696,162.000,67.783,164.000,61.541,106.000,142.751,106.000,121.508,185.000,34.994,62.200,6.374,85.000,26.151,20.600,14.122,18.300,14.404,71.200,10.237,156.000,3.538,14.900,2.085,-99.000,1.018
20180506,1757.800,3564.605,495.000,667.804,334.000,305.479,216.000,67.376,175.000,54.533,109.000,132.257,103.000,108.754,189.000,34.587,61.200,4.400,82.100,25.248,27.300,13.115,19.800,13.933,79.200,11.574,112.000,3.213,17.200,2.056,-99.000,.772
20180507,1656.500,3535.896,592.000,687.031,338.000,332.150,261.000,76.751,168.000,67.296,112.000,148.013,103.000,128.958,189.000,40.248,67.400,8.473,71.200,28.270,31.100,13.629,16.700,14.430,86.400,12.599,83.500,3.766,14.000,1.893,-99.000,.616
20180508,1594.200,3482.617,651.000,707.605,363.000,346.618,296.000,79.847,177.000,68.481,131.000,154.117,112.000,131.575,174.000,40.512,67.400,7.275,86.400,29.121,29.100,12.938,17.100,14.158,97.500,13.027,61.800,3.659,11.300,1.750,-99.000,.573
20180509,1567.900,3404.316,683.000,715.827,374.000,341.744,318.000,81.515,177.000,72.965,122.000,144.115,101.000,118.666,149.000,41.598,64.300,8.375,96.700,31.342,24.900,13.017,16.700,14.114,134.000,13.344,45.900,4.074,9.270,1.495,-99.000,.456
20180510,1567.900,3304.205,722.000,695.845,352.000,317.457,326.000,79.070,166.000,65.506,120.000,126.149,97.500,100.573,138.000,40.097,60.200,6.439,98.200,28.707,22.200,12.087,14.900,13.640,168.000,12.816,34.000,3.613,8.000,1.157,-99.000,.285
20180511,1585.400,3185.400,753.000,652.002,334.000,280.227,316.000,73.810,157.000,52.618,117.000,104.522,94.100,79.569,123.000,37.429,55.400,3.745,93.700,24.912,19.200,11.017,13.800,13.121,165.000,11.192,27.900,2.739,7.500,.899,-99.000,.191
